"msg_code","vendor_msg_class","vendor_text_msg","vendor_text_msg_description","vendor_severity"
"41031","Distributed-Management","Registering Secondary Hostname already exists in Primary database","An attempt is being made to register the secondary hostname. However, it already exists in the primary database.","Error"
"41032","Distributed-Management","Register failed since Secondary MAC address already exists in the Primary database","An attempt is being made to register the machine address of the secondary hostname. However, it already exists in the Primary database.","Error"
"41033","Distributed-Management","Deregistration failed since Secondary ISE Node not found in the Primary database","ISE instance de-registration failed since the secondary's ISE node record was not found in the primary database.","Error"
"41034","Distributed-Management","Activation failed since Secondary ISE Node is not found","Activation of the secondary ISE node from the primary database failed because the secondary ACSNode record was not found in the database.","Error"
"41035","Distributed-Management","Remote host is not a Primary ACSNode","During a Distributed Management Remote operation, connection to the primary was not possible because the host is not a primary instance.","Error"
"41036","Distributed-Management","Cannot deregister a Primary ISE Node","The primary instance of a deployment can not be de-registered.","Error"
"41037","Distributed-Management","ISE Deployment record can not be found, therefore Primary initialization is incorrect","During system initialization, the ISE deployment record could not be found and the system could not start correctly.","Error"
"41038","Distributed-Management","Interface configuration cannot be found","During the system call to obtain the network interface configuration, a failure occurred.","Error"
"41039","Distributed-Management","Network interface eth0 cannot be found","During the system call to obtain the network interface eth0 configuration, a failure occurred and the interface was not found.","Error"
"41040","Distributed-Management","Network interface eth0 hardware address cannot be found","During the system call to obtain the network interface eth0 configuration hardware address, a failure occurred and the hardware address was not found.","Error"
"41041","Distributed-Management","Network interface eth0 inet address cannot be found","During the system call to obtain the network interface eth0 configuration IP address, a failure occurred and the IP address was not found.","Error"
"41042","Distributed-Management","Network interface eth0 mask can not be found","During the system call to obtain the network interface eth0 configuration subnet mask, a failure occurred and the subnet mask was not found","Error"
"41043","Distributed-Management","Could not create ACSNodeInfo","The system failed to create ACSNodeInfo record and attach it to the ACSNode record for the instance.","Error"
"41044","Distributed-Management","Failure to find the reconnection ACS Instance in the primary, please check that the ACS Instance exists in the Primary ACS Instance Listing page","During a hardware replacement or LocalMode reconnection, the ACSNode record with the specified replacement keyword could not be found.","Error"
"41045","Distributed-Management","Failure. Specified replacement keyword is associated with a registered instance","During a hardware replacement, the specified replacement keyword is associated with an ISE instance that has already been registered.","Error"
"41046","Distributed-Management","Registering to Primary","An ISE instance is in the process of registering to the primary node.","Info"
"41047","Distributed-Management","Initiate Full Sync of Data from Primary","A full synchronization of data from the primary node has been initiated for the specified ISE instance.","Info"
"41048","Distributed-Management","ACSNode has been replaced","The specified ISE instance has been hardware-replaced correctly.","Info"
"41049","Distributed-Management","New ACSNode Registering to Primary","A new ISE instance has been registered to the primary node.","Info"
"41050","Distributed-Management","Activating ACSNode","The specified ISE instance is being activated on the primary.","Info"
"41051","Distributed-Management","Deactivating ACSNode","The specified ISE instance is being deactivated on the primary.","Info"
"41053","Distributed-Management","Promote node to Primary","The specified ISE instance is being promoted to the primary node of the deployment.","Info"
"41054","Distributed-Management","Switching Secondary to Local Mode Operation","The specified ISE instance is switching to Local Mode Operation.","Info"
"41055","Distributed-Management","Upgrading node to new software version","The specified ISE instance is being upgraded/patched to a new software version.","Info"
"41056","Distributed-Management","Apply upgrade","A software upgrade is being applied to the local ISE instance.","Info"
"41057","Distributed-Management","Automatic backup being created","The system is being backed up as part of applying an upgrade or patch.","Info"
"41058","Distributed-Management","Downloading bundle for Primary hosting","The primary node is downloading the software upgrade/patch bundle from the remote host so it can be hosted on the primary node.","Info"
"41059","Distributed-Management","Node upgrade completed","The upgrade or patch process has completed on the local node.","Info"
"41060","Distributed-Management","Enabling Log Collector Target","Enabling Log Collector Target for the ISE deployment. After it is enabled, remote logging from each instance in the deployment will be sent to the collector.","Info"
"41061","Distributed-Management","Disabling Log Collector Target","Disabling Log Collector Target for the ISE deployment. Remote logging to the Log collector will cease until re-enabled.","Info"
"41062","Distributed-Management","Select the Log Collector Node","The Log Collector ISE instance has been selected for the deployment. After Log Collector is enabled, remote logging will appear on the collector.","Info"
"41063","Distributed-Management","Remote Syslog Target for Log Collector has been created","Remote Syslog Target for the Log Collector has been created and remote logging to the Log Collector will begin.","Info"
"41064","Distributed-Management","The deployment Log Collector cannot be deregistered","The deployment cannot be left without a Log Collector configured. De-registering this node will remove the selected Log Collector.","Error"
"41065","Distributed-Management","Apply upgrade diagnostic messages","Apply upgrade diagnostic messages.","Info"
"41067","Distributed-Management","Activate"," NA",""
"51000","Administrator-Login","Administrator authentication failed","Administrator authentication failed.","Notice"
"51001","Administrator-Login","Administrator authentication succeeded","Administrator authentication succeeded.","Notice"
"51002","Administrator-Login","Administrator logged off","Administrator logged off.","Notice"
"51003","Administrator-Login","Session Timeout","Administrator had a session timeout.","Notice"
"51004","Administrator-Login","Rejected administrator session from unauthorized client IP address","An attempt to start an administration session from an unauthorized client IP address was rejected. Check the client's administration access setting.","Notice"
"51005","Administrator-Login","Administrator authentication failed. Administrator account is disabled","Administrator authentication failed. Administrator account is disabled.","Notice"
"51006","Administrator-Login","Administrator authentication failed. Account is disabled due to inactivity","Administrator authentication failed. Account is disabled due to inactivity.","Notice"
"51007","Administrator-Login","Authentication failed. Account is disabled due to password expiration","Authentication failed. Account is disabled due to password expiration.","Notice"
"51008","Administrator-Login","Administrator authentication failed. Account is disabled due to excessive failed authentication attempts","Administrator authentication failed. Account is disabled due to excessive failed authentication attempts.","Notice"
"51009","Administrator-Login","Authentication failed. ISE Runtime is not running","Authentication failed. ISE Runtime is not running.","Notice"
"51020","Administrator-Login","Administrator authentication failed. Login username does not exist.","Administrator authentication failed. Login username does not exist.","Notice"
"51021","Administrator-Login","Administrator authentication failed. Wrong password.","Administrator authentication failed. Wrong password.","Notice"
"51022","Administrator-Login","Administrator authentication failed. System Error","Administrator authentication failed. System Error.","Notice"
"51023","Administrator-Login","Administrator account is unlocked","Administrator account is unlocked.","Notice"
"51100","User change password","Password changed successfully","The password has been changed successfully.","Notice"
"51101","User change password","Invalid new password. Password is too short","Invalid new password. Password too short.","Notice"
"51102","User change password","Invalid new password. Too many repeating characters","Invalid new password. Too many repeating characters.","Notice"
"51103","User change password","Invalid new password. Missing required character type","Invalid new password. Missing required character type.","Notice"
"51104","User change password","Invalid new password. Contains username","Invalid new password. A password cannot contain a username.","Notice"
"51105","User change password","Invalid new password. Contains reserved word","Invalid new password. A password cannot contain a reserved word.","Notice"
"51106","User change password","Authentication for web services failed","Authentication for web services failed.","Notice"
"51107","User change password","Invalid new password","Invalid new password.","Notice"
"51115","User change password","The new password is invalid. This password has been previously used.","The new password is invalid. This password has been previously used.","Notice"
"52000","Configuration-Changes","Added configuration","Added configuration.","Notice"
"52001","Configuration-Changes","Changed configuration","Changed configuration.","Notice"
"52002","Configuration-Changes","Deleted configuration","Deleted configuration.","Notice"
"52003","Distributed-Management","Deregister Node","One of the ISE instances in the deployment has been de-registered.","Notice"
"52004","Distributed-Management","Register Node","A new ISE instance has been registered and has joined the deployment.","Notice"
"52005","Distributed-Management","Activate Node","An ISE instance has been activated to receive updates from the Primary node.","Notice"
"52006","Distributed-Management","Deactivate ISE Node","An ISE instance has been deactivated and will no longer receive updates from the Primary node.","Notice"
"52007","Distributed-Management","Force Full replication","A Force Full replication has been issued for an ISE instance.","Notice"
"52008","Distributed-Management","Replacement Register Handler","A new ISE instance has joined the deployment through hardware replacement.","Notice"
"52009","Distributed-Management","Promote Node","A Secondary node has been promoted to be the Primary node of the deployment.","Notice"
"52010","Distributed-Management","Promote Node Handler","A Secondary node has been promoted to be the Primary node of the deployment.","Notice"
"52011","Distributed-Management","Local Mode","An ISE instance has been switched to Local Mode operation and is no longer receiving updates from the Primary node.","Notice"
"52012","Distributed-Management","Local Mode Handler","An ISE instance has been switched to Local Mode operation and is no longer receiving updates from the Primary node.","Notice"
"52013","Distributed-Management","Hardware Replacement","A new ISE instance has joined the deployment through hardware replacement.","Notice"
"52014","Distributed-Management","Deregister Handler","One of the ISE instances in the deployment has been de-registered.","Notice"
"52015","Distributed-Management","Enable LogCollector Target","Enable the deployment Log Collector target.","Notice"
"52016","Distributed-Management","Select LogCollector Node","The Log Collector node for the deployment has been selected.","Notice"
"52017","Distributed-Management","Apply software update","Apply a software update to the selected ISE instances.","Notice"
"52018","Distributed-Management","Overriding an ISE Instances Log Categories","An ISE Instance has had its Log Categories overridden to allow it to be configured separately from the Global Log Categories configuration.","Notice"
"52019","Distributed-Management","Restoring an ISE Instances Log Categories to Global","An ISE Instance has had its Log Categories restored to use the Global Log Categories configuration.","Notice"
"52020","Distributed-Management","Full Replication","The primary requested full replication.","Notice"
"52021","Distributed-Management","Full replication request","The secondary requested full replication.","Notice"
"52022","Distributed-Management","Full replication","Creating a link between the primary and secondary nodes.","Notice"
"52023","Distributed-Management","Full replication failed","Failed to create a link between the primary and secondary nodes.","Notice"
"52024","Distributed-Management","Full replication","Creating a local credential file on the node.","Notice"
"52025","Distributed-Management","Full replication","Retrieving the remote database key.","Notice"
"52026","Distributed-Management","Full replication","Retrieving the database from the primary over the secure Sybase channel.","Notice"
"52027","Distributed-Management","Full replication","Stopping the message bus heartbeat channel.","Notice"
"52028","Distributed-Management","Full replication","Deleting backup files.","Notice"
"52029","Distributed-Management","Full replication","Running the cleanup script and restarting ISE services.","Notice"
"52030","Distributed-Management","Full replication succeeded","Full replication was completed successfully.","Notice"
"52031","Distributed-Management","Full replication failed","Failed to complete full replication.","Notice"
"52032","Distributed-Management","Registration request","An ISE instance requested to join a distributed environment.","Notice"
"52033","Distributed-Management","Registration succeeded","Registration with the primary node was completed successfully.","Notice"
"52034","Distributed-Management","Registration request","The primary instance has requested full replication.","Notice"
"52035","Distributed-Management","Registration failed","Failed to perform the full replication requested by the primary instance.","Notice"
"52036","Distributed-Management","Registration","Changing an ISE instance from primary to secondary.","Notice"
"52037","Distributed-Management","Registration","Updating the primary instance to secondary in the database.","Notice"
"52038","Distributed-Management","Registration succeeded","The ISE instance was successfully joined to a distributed deployment.","Notice"
"52039","Distributed-Management","Registration failed","The ISE instance was unable to join a distributed deployment","Notice"
"52040","Distributed-Management","Promotion request","Issued a request to promote a secondary instance.","Notice"
"52041","Distributed-Management","Promotion request","A secondary instance requested to be promoted to be the primary instance.","Notice"
"52042","Distributed-Management","Demotion succeeded","Demotion of the existing primary instance was completed successfully.","Notice"
"52043","Distributed-Management","Demotion failed","Demotion of the existing primary instance failed.","Notice"
"52044","Distributed-Management","Promotion","The global deployment ID was successfully updated.","Notice"
"52045","Distributed-Management","Promotion succeeded","Promotion of the secondary instance was completed successfully.","Notice"
"52046","Distributed-Management","Promotion failed","Promotion of a secondary instance failed.","Notice"
"52047","Distributed-Management","Local mode reconnect request","The ISE instance in local mode issued a request to reconnect to the deployment.","Notice"
"52048","Distributed-Management","Local mode start","The ISE instance in local mode issued a remote call to the primary to reconnect to the deployment.","Notice"
"52049","Distributed-Management","Local mode reconnect","Initiating full replication for an ISE instance in local mode.","Notice"
"52050","Distributed-Management","Local mode reconnect","Changing ISE instance status to secondary.","Notice"
"52051","Distributed-Management","Local mode reconnect","Updating instance status to secondary in the database.","Notice"
"52052","Distributed-Management","Local mode reconnect succeeded","Reconnecting a local mode instance to the deployment was completed successfully.","Notice"
"52053","Distributed-Management","Local mode reconnect failed","Reconnecting a local mode instance to the deployment failed.","Notice"
"52054","Distributed-Management","Local mode request","Issued a request to local mode.","Notice"
"52055","Distributed-Management","Local mode request","The secondary instance requested to be placed in local mode.","Notice"
"52056","Distributed-Management","Local mode","Changing the ISE instance status to local mode.","Notice"
"52057","Distributed-Management","Local mode","Updating the instance status to local mode in the database.","Notice"
"52058","Distributed-Management","Local mode succeeded","Local mode request was completed successfully.","Notice"
"52059","Distributed-Management","Local mode failed","Local mode request failed.","Notice"
"52060","Distributed-Management","Deregister request","A primary requested to deregister a secondary from the distributed deployment.","Notice"
"52061","Distributed-Management","Deregister request","A secondary requested to deregister from the distributed deployment.","Notice"
"52062","Distributed-Management","Deregister","Removing the connection between the secondary and the primary.","Notice"
"52063","Distributed-Management","Deregister","Restarting registration heartbeat channel.","Notice"
"52070","Distributed-Management","Deregister request","The secondary requested that the primary deregister itself.","Notice"
"52071","Distributed-Management","Deregister","The primary deleted the secondary certificate information.","Notice"
"52072","Distributed-Management","Deregister succeeded","Deregistration was completed successfully.","Notice"
"52073","Distributed-Management","Deregister failed","Deregistration failed.","Notice"
"52074","Distributed-Management","Delete node request","The ISE secondary instance in inactive mode requested to disconnect from the deployment.","Notice"
"52075","Distributed-Management","Delete node request","The ISE secondary instance in inactive mode requested to disconnect from the primary instance.","Notice"
"52076","Distributed-Management","Delete node request","The ISE primary instance requested to delete the secondary instance in inactive mode.","Notice"
"52077","Distributed-Management","Delete node","The ISE secondary instance in inactive mode successfully disconnected from the deployment.","Notice"
"52078","Distributed-Management","Delete node failed","Failed to delete the ISE secondary instance in inactive mode from the deployment.","Notice"
"52079","Distributed-Management","Delete node succeeded","The ISE primary instance successfully deleted the secondary instance in inactive mode.","Notice"
"52080","Distributed-Management","Delete node failed","Failed to delete the ISE secondary instance in inactive mode from the primary instance.","Notice"
"52081","DB-Management","Backup request","An immediate backup for the secondary instance was requested.","Notice"
"52082","DB-Management","Backup failed","An immediate backup for the secondary instance failed.","Notice"
"52083","DB-Management","Backup request","An immediate backup for the primary instance was requested.","Notice"
"52084","DB-Management","Backup succeeded","An immediate backup for the primary instance was completed successfully.","Notice"
"52085","DB-Management","Backup failed","An immediate backup for the primary instance failed","Notice"
"52086","Software-Management","Software update request","A software update was requested.","Notice"
"52088","Software-Management","Software update","Applying software update.","Notice"
"52089","Software-Management","Software update","Software update requires backup before the update.","Notice"
"52090","Software-Management","Software update","The software update is downloading the update bundle from the primary instance.","Notice"
"52091","Software-Management","Software update failed","Software update download of update bundle failed.","Notice"
"52092","Software-Management","Software update succeeded","The software update was completed successfully.","Notice"
"52093","Software-Management","Software update failed","The software update failed.","Notice"
"52094","Distributed-Management","Activate request","Request to activate a secondary instance.","Notice"
"52095","Distributed-Management","Register","Request to perform hardware replacement of secondary instance in the deployment.","Notice"
"52096","Distributed-Management","Activate","Unable to retrieve the primary instance information.","Notice"
"52097","Distributed-Management","Activate","Requested the secondary to initiate full replication.","Notice"
"52098","Distributed-Management","Activate","Request to activate a secondary instance completed successfully.","Notice"
"52099","Distributed-Management","Activate","Request to activate a secondary instance failed.","Notice"
"52100","Distributed-Management","Deregister","Check status process on secondary detected that it is now deregistered on the primary.","Notice"
"52101","Distributed-Management","Deregister","Check status process on primary detected that a secondary instance has deregistered itself.","Notice"
"52102","DB-Management","SCHEDULED BACKUP","Scheduled backup starting on primary instance.","Notice"
"52103","DB-Management","SCHEDULED BACKUP","Scheduled backup failed to start due to invalid character in backup name.","Notice"
"52104","DB-Management","SCHEDULED BACKUP","Scheduled backup failed to start due to invalid repository.","Notice"
"52105","DB-Management","SCHEDULED BACKUP","Scheduled backup failed due to internal error.","Notice"
"52106","DB-Management","SCHEDULED BACKUP","Scheduled backup successfully completed.","Notice"
"57000","Configuration-changes","Deleted rolled-over local log file(s)","Deleted rolled-over local log file(s).","Notice"
"58001","Process-Management","ISE process started","An ISE process has started.","Notice"
"58002","Process-Management","ISE process stopped","An ISE process has stopped.","Notice"
"58003","Process-Management","ISE processes started","All ISE processes have started.","Notice"
"58004","Process-Management","ISE processes stopped","All ISE processes have stopped.","Notice"
"58005","Process-Management","ISE process restarted by watchdog","The watchdog has restarted an ISE process.","Notice"
"58006","Process-Management","Watchdog configuration reloaded","The watchdog configuration has been reloaded.","Notice"
"58007","Process-Management","ISE process reported start/stop error","An ISE process has reported a start or stop.","Notice"
"58008","DB-Management","CARS backup complete","The CARS backup was completed successfully.","Notice"
"58009","DB-Management","CARS restore complete","The CARS restore was completed successfully.","Notice"
"58010","DB-Management","ISE database backup","The ISE database backup was completed successfully.","Notice"
"58011","DB-Management","ISE database restore","The ISE database restore was completed successfully.","Notice"
"58012","DB-Management","ISE support bundle collected","The ISE support bundle has been collected.","Notice"
"58013","DB-Management","ISE database reset","The ISE database has been reset.","Notice"
"58014","File-Management","ISE core files deleted","The ISE core files have been deleted.","Notice"
"58015","File-Management","ISE log files deleted","The ISE log files have been deleted.","Notice"
"58016","Software-Management","ISE upgrade","The ISE upgrade was completed successfully.","Notice"
"58017","Software-Management","ISE patch install","The ISE patch was successfully installed.","Notice"
"58018","System-Management","ISE migration interface enabled/disabled","The ISE migration interface has been enabled or disabled.","Notice"
"58019","System-Management","ISE administrator password reset","The ISE administrator password has been reset.","Notice"
"58020","System-Management","Clock set","The clock has been set.","Notice"
"58021","System-Management","Time zone set","The time zone has been set.","Notice"
"58022","System-Management","NTP Server set","The time zone has been set.","Notice"
"58023","System-Management","Hostname set","The hostname has been set.","Notice"
"58024","System-Management","IP address set","The IP address has been set.","Notice"
"58025","System-Management","IP address state","IP address state.","Notice"
"58026","System-Management","Default gateway set","The default gateway has been set.","Notice"
"58027","System-Management","Name server set","The name server has been set.","Notice"
"58028","System-Management","ADE OS Xfer library error","An error occurred in the ADE OS Xfer library.","Notice"
"58029","System-Management","ADE OS install library error","An error occurred in the ADE OS install library.","Notice"
"58030","Software-Management","ISE upgrade - schema change","The ISE schema upgrade is complete.","Notice"
"58031","Software-Management","ISE upgrade - dictionary","The ISE dictionary upgrade is complete.","Notice"
"58032","Software-Management","ISE upgrade - data manipulation","ISE upgrade - data manipulation stage complete.","Notice"
"58033","Software-Management","ISE upgrade - AAC","The ISE AAC upgrade is complete.","Notice"
"58034","Software-Management","ISE upgrade - PKI","The ISE PKI upgrade is complete.","Notice"
"58035","Software-Management","ISE upgrade - MnT","The MnT upgrade is complete.","Notice"
"58036","Software-Management","ISE upgrade","The ISE upgrade has been started.","Notice"
"58037","Software-Management","ISE install","The ISE installation has been started.","Notice"
"58038","System-Management","Failed to join to AD","The AD agent failed to join the AD domain.","Notice"
"58039","System-Management","AD join","The AD agent has joined the AD domain.","Notice"
"58040","System-Management","AD leave","The AD agent has left the AD domain.","Notice"
"58041","System-Management","Import/export process aborted","The import/export process has aborted.","Notice"
"58042","System-Management","Import/export process started","The import/export process has started.","Notice"
"58043","System-Management","Import/export process complete","The import/export process is complete.","Notice"
"58044","System-Management","Error in import/export process","An error occurred during the import/export process.","Notice"
"58045","System-Management","Only single network interface is allowed","Only single network interface is allowed.","Notice"
"59000","EAP-FAST","Received request to revoke all PACs","The administrator requested to revoke all previously issued EAP-FAST-related keys and PACs by generating a new EAP-FAST seed key.","Notice"
"59001","EAP-FAST","Generated new EAP-FAST seed key","A new EAP-FAST seed key was successfully generated. All EAP-FAST-related keys and PACs will be revoked.","Notice"
"59002","EAP-FAST","Successfully updated EAP-FAST seed key","Successfully updated the EAP-FAST seed key, which will be used to derive master keys. All previously generated EAP-FAST keys and PACs have been revoked.","Notice"
"59003","EAP-FAST","User not authorized to revoke all EAP-FAST PACs","The user is not authorized to revoke all EAP-FAST PACs.","Notice"
"59004","EAP-FAST","Timed out during attempt to revoke EAP-FAST keys and PACs","The ISE runtime experienced a timeout while attempting to revoke previously generated EAP-FAST keys and PACs.","Notice"
"59005","EAP-FAST","Received request to generate Tunnel PAC","The administrator requested to manually issue an out-of-band EAP-FAST Tunnel PAC.","Notice"
"59006","EAP-FAST","Received request to generate Machine PAC","The administrator requested to manually issue an out-of-band EAP-FAST Machine PAC.","Notice"
"59007","EAP-FAST","Failed to generate PAC","Encountered an error while attempting to issue an out-of-band EAP-FAST PAC.","Notice"
"59008","EAP-FAST","Successfully generated PAC","Succeeded in manually issuing an out-of-band EAP-FAST PAC.","Notice"
"59009","SGA-PAC","Received request to generate SGA PAC","The administrator requested to manually issue an out-of-band EAP-FAST SGA PAC.","Notice"
"59010","SGA-PAC","Failed to generate SGA PAC","Encountered an error while attempting to issue an out-of-band EAP-FAST SGA PAC.","Notice"
"59011","SGA-PAC","Successfully generated SGA PAC","Succeeded in manually issuing an out-of-band EAP-FAST SGA PAC.","Notice"
"59100","Log-Management","Delete local store logs","The admin requested to delete the local store logs.","Notice"
"59101","Log-Management","Delete local store logs","The local store log file was deleted successfully.","Notice"
"59102","Log-Management","Delete local store logs","The local store log files were deleted successfully.","Notice"
"59103","Log-Management","Delete local store logs","Failed to delete the local store log files.","Notice"
"59200","Log-Management","Set log collector","The admin requested to set a log collector.","Notice"
"59201","Log-Management","Set log collector","A log collector was set successfully.","Notice"
"59202","Log-Management","Set log collector","An error occurred while setting a log collector.","Notice"
"59203","Log-Management","Resume log collector","An error occurred while setting a log collector.","Notice"
"59204","Log-Management","Resume log collector","The log collector was resumed successfully.","Notice"
"59205","Log-Management","Resume log collector","An error occurred while resuming the log collector.","Notice"
"59206","Log-Management","Suspend log collector","The admin requested to suspend the log collector.","Notice"
"59207","Log-Management","Suspend log collector","The log collector was suspended successfully.","Notice"
"59208","Log-Management","Suspend log collector","An error occurred while suspending the log collector.","Notice"
"59250","CLI","Administrator reset the access setting from CLI","The administrator successfully activated the access-setting command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59251","CLI","Administrator activated/deactivated AD debug level from CLI","The administrator has successfully activated the debug-adclient command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59252","CLI","Administrator changed component debug log level from CLI","The administrator has successfully activated the debug-log command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59253","CLI","Administrator started export configuration data process from CLI","The administrator has successfully activated the export-data command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59254","CLI","Administrator started import configuration data process from CLI","The administrator has successfully activated the import-data command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59255","CLI","Administrator aborted import/export configuration data process from CLI","The administrator has successfully activated the import-export-abort command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59256","CLI","Administrator started replication process from CLI","he administrator has successfully activated the import-export-abort command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59257","CLI","Administrator reset management interface certificate from CLI","The administrator has successfully activated the reset-management-interface-certificate command from the config-acs shell. See the command-line information within this message for details.","Notice"
"59258","CLI","Administrator decrypted support bundle from CLI","The administrator has successfully activated the decrypt-support-bundle command from the config-acs shell. More details can be found in the command line information within this message.","Notice"
"60000","Software-Management","Patch installation completed successfully on the node","Patch installation completed successfully on the node.","Notice"
"60001","Software-Management","Patch installation failed on the node","Patch installation failed on the node.","Notice"
"60002","Software-Management","Patch rollback completed successfully on the node","Patch rollback completed successfully on the node.","Notice"
"60003","Software-Management","Patch rollback failed on the node","Patch rollback failed on the node.","Notice"
"60050","Distributed-Management","Node added to deployment successfully","Node added to deployment successfully.","Notice"
"60051","Distributed-Management","Failed to add node to deployment","Failed to add node to deployment.","Notice"
"60052","Distributed-Management","Node removed from deployment","Node removed from deployment.","Notice"
"60053","Distributed-Management","Failed to remove node from deployment","Failed to remove node from deployment.","Notice"
"60054","Distributed-Management","Node updated successfully","Node updated successfully.","Notice"
"60055","Distributed-Management","Failed to update node","Failed to update node.","Notice"
"60056","PDP-Heartbeat","The runtime status of the node group has changed","There is a change in the cluster state.","Notice"
"60057","PDP-Heartbeat","A PDP node went down","One of the PDP nodes in the node group has gone down.","Notice"
"60058","PDP-Heartbeat","The initial status of the heartbeat system","The initial status of the heartbeat system.","Notice"
"60059","PDP-Heartbeat","Node has successfully registered with MnT","Node has successfully registered with MnT.","Notice"
"60060","OCSP","Administrator invoked OCSP Clear Cache operation for all Policy Service nodes","The ISE Administrator invoked OCSP Clear Cache operation for all Policy Service nodes.","Notice"
"60061","OCSP","OCSP Clear Cache operation completed successfully","OCSP Clear Cache operation completed successfully on all Policy Service nodes.","Notice"
"60062","OCSP","OCSP Clear Cache operation terminated with error","OCSP Clear Cache clear operation terminated with error on one or more Policy Service nodes.","Notice"
"60063","Distributed-Management","Replication to node completed successfully","Replication of data to secondary node completed successfully.","Notice"
"60064","Distributed-Management","Replication to node failed","Replication of data to secondary node failed.","Notice"
"60065","Administrator-Login","The maximum number of Administrative sessions have been exceeded","The maximum number of Administrative sessions have been exceeded.","Notice"
"60066","Administrator-Login","The delta between the old and the new is not matched","The delta between the old and the new is not matched.","Notice"
"60067","FeedService","Profiler Feed Service - automatic download initiated","The Profiler Feed Service has begun the scheduled check and download of new and/or updated Profiles.","Info"
"60068","FeedService","Profiler Feed Service - manual download initiated","The Profiler Feed Service has begun the check and download of new and/or updated Profiles in response to Administrator's request.","Info"
"60069","FeedService","Profiler Feed Service - Profiles Downloaded","The Profiler Feed Service has downloaded new and/or updated Profiles.","Info"
"60070","FeedService","Profiler Feed Service - No Profiles Downloaded","The Profiler Feed Service found no new and/or updated Profiles to download.","Info"
"60071","FeedService","Feed Server communication issue","The Profiler Feed Service could not be reached.","Warn"
"60072","FeedService","Profiler Feed Service reported that the Feed is unavailable","The Feed that was queried for was not known by the Profiler Feed Service.","Error"
"60073","FeedService","Querying the Profiler Feed Service resulted in an unexpected error","Received an unexpected error when querying the Profiler Feed Service","Error"
"60074","FeedService","Importing downloaded profiles from the Profiler Feed Service resulted in an unexpected error","Received an unexpected error when importing downloaded profiles from the Profiler Feed Service.","Error"
"60075","Sponsor","Sponsor has successfully authenticated","Sponsor has successfully authenticated.","Notice"
"60076","Sponsor","Sponsor authentication has failed","Sponsor authentication has failed; please see Failure Code for more details.","Notice"
"60077","ARP","MyDevices user authentication has failed","MyDevices user authentication has failed.","Info"
"60078","ARP","MyDevices user has successfully authenticated","MyDevices user has successfully authenticated.","Info"
"60079","Administrator-Login","A failure to establish an SSL session was detected","A failure to establish an SSL session was detected.","Info"
"60080","Administrator-Login","A SSH CLI user has successfully logged in","A SSH CLI User has successfully logged in.","Info"
"60081","Administrator-Login","A SSH CLI user has attempted unsuccessfully to login","A SSH CLI user has attempted unsuccessfully to login.","Info"
"60082","Administrator-Login","A SSH CLI user has attempted to login, however account is locked out","A SSH CLI user has attempted to login, however account is locked out.","Info"
"60083","System-Management","Syslog Server configuration change","Syslog Server configuration change has occurred.","Info"
"60084","System-Management","ADEOS CLI user configuration change","Configuration change occurred for ADEOS CLI user.","Info"
"60085","System-Management","ADEOS Repository configuration change","Configuration change occurred for ADEOS repository.","Info"
"60086","System-Management","ADEOS SSH Service configuration change","Configuration change occurred for ADEOS SSH Service.","Info"
"60087","System-Management","ADEOS Maximum SSH CLI sessions configuration change","Configuration change occurred for ADEOS Maximum CLI sessions.","Info"
"60088","System-Management","ADEOS SNMP agent configuration change","Configuration change occurred for ADEOS SNMP agent.","Info"
"60089","System-Management","ADEOS CLI kron scheduler policy configuration change","Configuration change occurred for ADEOS CLI kron scheduler policy.","Info"
"60090","System-Management","ADEOS CLI kron scheduler occurrence configuration change","Configuration change occurred for ADEOS CLI kron scheduler occurrence.","Info"
"60091","System-Management","ADEOS CLI pre-login banner configuration change","Configuration change occurred for ADEOS CLI pre-login banner.","Info"
"60092","System-Management","ADEOS CLI post-login banner configuration change","Configuration change occurred for ADEOS CLI post-login banner.","Info"
"60093","System-Management","ISE Backup has started","ISE Backup has started.","Info"
"60094","System-Management","ISE Backup has completed successfully","ISE Backup has completed successfully.","Info"
"60095","System-Management","ISE Backup has failed","ISE Backup has failed.","Error"
"60096","System-Management","ISE Log backup has started","ISE Log backup has started.","Info"
"60097","System-Management","ISE Log Backup has completed successfully","ISE Log Backup has completed successfully.","Info"
"60098","System-Management","ISE Log Backup has failed","ISE Log Backup has failed.","Error"
"60099","System-Management","ISE Restore has started","ISE Restore has started.","Info"
"60100","System-Management","ISE Restore has completed successfully","ISE Restore has completed successfully.","Info"
"60101","System-Management","ISE Restore has failed","ISE Restore has failed.","Error"
"60102","System-Management","Application installation completed successfully","Application installation completed successfully.","Info"
"60103","System-Management","Application installation failed","Application installation failed.","Error"
"60104","System-Management","Application remove started","Application remove started.","Info"
"60105","System-Management","Application remove completed successfully","Application remove completed successfully.","Info"
"60106","System-Management","Application remove failed","Application remove failed.","Error"
